num,tweets
912,"?@corlivdmerwe: #mjlourens Chardonnay in winter? #smh? uhm, ek eet roomys innie winter. #Potchconfessions   "
913,Oh shiiii Marvin &amp; Chardonnay really just came on?! Ayee
914,I tried some decently tasting Chardonnay two weeks ago but I don't know what it was called :#damn   
915,@mjlourens Chardonnay in winter? #smh       
916,"RT @TinhornCreek: Pinot Noir, Chardonnay, &amp; PGris all started veraison! #BCWine http://t.co/Yt5EJmFGsC  "
917,"#wine country #view #building site, #Russianriver #pinotnoir, #chardonnay #property for #sale beautiful #video here http://t.co/UkhXVQGRwE  "
918,Where McDonald's wages start near $15 an hour http://t.co/WiSWF3Et0N
919,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
920,Friday's Pick: Veramonte Reserva Chardonnay. Sign-up to receive tasting notes in your inbox: http://t.co/e2uG5xQL39 http://t.co/dUyu3TvfGo  
921,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
922,?@elliereynolds_: @_emilycooke ngl i miss you!!!!? I miss our glasses of cider and Chardonnay every night   
923,Watching Keeping up with the Kardashians #KUWTK     
924,@LaCremaWines thanks for the follow! Looking forward to having your 2011 #Chardonnay tonight. Perfect for combating the Chicago humidity.   
925,Forgot my mascra upstairs don't feel like going back upstairs       
926,We had a deep discussion over Marvin Gaye and Chardonnay    
927,Due to popular demand our Special of the Month on Kendall Jackson Chardonnay is back for the month of August! $10.80/btl    
928,Rite u cuffed but not married its different ? ctfu ardd lol http://t.co/ntpWZ8hfF1  
929,"Just heard a mother shout to her daughter - stop that, Chardonnay! #onlyinhammersmith       "
930,"Crystal, Ciroc, Cabernet Sauvignon, C is for Chardonnay that's good enough for me!!!!       "
931,I sent the request ? ard http://t.co/TtL1Lg5Iwa     
932,U wanna chill 2morrow after we get to kno eachother rs ? I'm kinda cuffed http://t.co/NXAOeoIMgs    
933,You no how to twerk or bahh ? yea lol http://t.co/VjcBKjyr4A
934,@matthewbmowery Not without a Zanax chased down by a glass of Chardonnay first.     
935,I liked a @YouTube video http://t.co/waDAbwYR14 Marvin Gaye and Chardonnay- Brian Puspos ft Chachi Gonzalez 
936,U better follow back too ? I always do http://t.co/CuD1l9LP81       
937,What's ur ig name ? GENAY_L http://t.co/MRiqaMrfjJ  
938,Fireplace? RT @IamZondi: Washa! RT @MTshwete: Luther Ronzoni Vandross and Chardonnay.       
939,Marvin Gay &amp; Chardonnay 
940,@laineypopz @lynnjohnston73 who?? That Chardonnay Burd?? xx 
941,Charles &amp; Charles Launches 2012 Chardonnay - 4-traders http://t.co/WlMT9bQNsz #wine     
942,RT @JasonCichonski: @tommyup that's a very fine Chardonnay your not drinking
943,@tommyup that's a very fine Chardonnay your not drinking    
944,yoooo ctfu people on ya jawn is really outta pocket ? they always drawn http://t.co/jwmCtArgvo      
945,@Jennyablue Afternoon Ms. Jenny. Just about time for me to uncork my chilled fine chardonnay or go get supper started!!     
946,What kind of phone you got ? ? android. http://t.co/bpkNpipW8M      
947,And this was all inspired by a little Marvin Gaye and Chardonnay    
948,RT @WhitneyEllen: Please hold while I daydream of the Chardonnay awaiting my arrival at home.       
949,Septimo Chardonnay for me and @rougednb.    
950,"Did u go to my page ? ? yes, I did. http://t.co/sq5tjIPrgi  "
951,Just to set the mood I bought some Marvin Gaye &amp; Chardonnay.    
952,"RT @TinhornCreek: Pinot Noir, Chardonnay, &amp; PGris all started veraison! #BCWine http://t.co/Yt5EJmFGsC  "
953,RT @WhitneyEllen: Please hold while I daydream of the Chardonnay awaiting my arrival at home.       
954,"nice shot! hows the weather treating you this year ? RT @TinhornCreek: Pinot Noir, Chardonnay, &amp; PGris started veraison! #BCWine"
955,Naw I liked 5 pics on your IG ? I just said that. http://t.co/rqOKrxxOC4    
956,the chardonnay is getting to stage 2 when the giggles emerge
957,U wanna chill 2morrow wit me ? wait. you the person who liked 5pictures. http://t.co/pDcNMFuYUM     
958,"Pinot Noir, Chardonnay, &amp; PGris all started veraison! #BCWine http://t.co/Yt5EJmFGsC    "
959,Celebrate our history as a House of Chardonnay &amp; other delectable white wines in our Garden?Club. http://t.co/bzM6CK1bVx #WineWednesday 
960,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
961,Russian River Temptation Limited available? http://t.co/iESwOmWiRQ  
962,"Any handsome fella wanna sit down by me, listening to some Sade whilst drinking chardonnay, and I don't know, C H I L L     "
963,My baby Chardonnay coming to my trunk party. I missed her so much   
964,"So ya mom got that shit Ctfu, I wouldn't tell nobody ... ? my mom not burning dh. I know you ain't fuck her though. http://t.co/4bKVe68f3Z  "
965,RT @Illest_KidLover: Check out the homie Chardonnay ft Cyclone J - Take Me Away http://t.co/8yq8wrLyfQ?     
966,How tall are u ? 5'4 http://t.co/6i7nUG87Uu 
967,When u be 17 ? April 26th http://t.co/IiVMEUH7cf    
968,I'll like 5 pics on ya Instagram so u kno who I am ? okay. http://t.co/ivVMIaq4fM   
969,@Sipp_ChardonNAY genay we didnt date .      
970,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
971,That can be a few ppl on no disrespect ? liyahthuggin. http://t.co/rKvH6IP8Tz       
972,Please hold while I daydream of the Chardonnay awaiting my arrival at home. 
973,@Sipp_ChardonNAY we didnt date we just talked .     
974,"Charles &amp; Charles Launches 2012 Chardonnay: WALLA WALLA, Wash.-- --Charles Bi... http://t.co/oalk9eIb9o #wine in the #news      "
975,Liyah who ? That doesn't really help ? alliyah. you know. lightskin http://t.co/580yrKAZJD  
976,Im gonna get u ? ima get got? http://t.co/nPmOZjmnji
977,"RT @WonderWines: Our #competition is still live if you fancy winning a bottle of Board Meeting Shiraz, Chardonnay &amp; Cabernet Rose!? https:/?    "
978,now dat i knw u 16 u can reallyy get itt &lt;3 ? ctfuu how old is you? http://t.co/PYnYB9KO8g       
979,I'm bored as shit when you gonna call me back dh ? hold up. my phone too popping right now dh http://t.co/KHoR7kgQ93
980,#chardonnay #cheese #best #for #summer #afternoon @ Viktor Levi http://t.co/0qiIs5l9me      
981,Chardonnay plz      
982,u cute af hw old r u ? thank you. I'm 16 http://t.co/W09X8mFaid     
983,I looked at the menu &amp; said I'll take a Chardonnay. my mom got all mad. 
984,"Go outside and soak up the sun with Jellybean #Chardonnay! Notes of pineapple, mango and kiwi burst from every glass! http://t.co/7uzLUu09t8"
985,"This is absurd, but flaccid. -Gavin re: the 2011 Chardonnay. #winetasting #fingerlakes      "
986,Who I mean ? ? liyah. http://t.co/7jOnWwuQBW
987,"Too keep it 100, I hit ya mom ? so you must be burning. http://t.co/lgxoAPlNer      "
988,Let me get ya number ? Put it under my pic on Instagram ? -___- who are you? http://t.co/HDizwAakDi 
989,Who ? ? who my man's? http://t.co/W2aHLkqCxQ
990,Why ya mom look like that ? please uncheck your box. cause your about to cross that line.. http://t.co/Nw982uZtQx   
991,My afternoon sipper. Reminder of fun times had at #WBC13 #chardonnay #BritishColumbia http://t.co/bIK70vaFbL
992,So i can get ur number ? wait. lemee check my DM lol http://t.co/CcGCN5MqKg 
993,Lmbo ya brother look like a crackhead why u claim him ? that's my family. I love him regardless. http://t.co/VLBJ7yGFbS     
994,Climbing Mera Peak in Nepal and having a glass of Chardonnay with my wife and close friends #BucketList     
995,@JulieGibbings I thought ?2.75 for a bottle of Happy Shopper Chardonnay was the height of sophistication. So. You know.     
996,Ima dm u then u let me know if I can get that ? okay. http://t.co/EYBPmcHX10       Wassup with ya # ? ? you used to go with my mans http://t.co/CxCAvbM3i7     
997,Sorry why did I need a glass of Chardonnay  
998,Ya brother really ugly ? don't fucking play with me dh http://t.co/csEWpYGM92       
999,I'm wanna fight u! ? 456 E Tulpehocken street http://t.co/9OY65NXn14
1000,@WannaBeYuou going for tonight?
